player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Season,League
Romelu Lukaku,be BEL,FW,Inter,26,1993,36.0,33.0,2979.0,23.0,2.0,6.0,6.0,2.0,0.0,0.69,0.06,0.76,0.51,0.57,20.1,15.5,5.2,0.61,0.16,0.77,0.47,0.63,33.1,95.0,41.0,1.0,43.2,2.87,1.24,0.18,0.41,0.16,2.9,1.5,580.0,809.0,71.7,8148.0,1580.0,359.0,449.0,80.0,141.0,219.0,64.4,38.0,54.0,70.4,-3.2,54.0,39.0,28.0,2.0,65.0,769.0,40.0,0.0,9.0,321.0,19.0,31.0,0.0,0.0,0.0,0.0,476.0,210.0,123.0,435.0,234.0,38.0,0.0,37.0,6.0,9.0,15.0,32.0,102.0,3.08,83.0,0.0,10.0,7.0,1.0,12.0,0.36,9.0,0.0,1.0,2.0,0.0,0.0,11.0,4.0,3.0,7.0,1.0,3.0,10.0,30.0,7.0,257.0,60.0,23.3,14.0,98.0,145.0,18.0,9.0,0.0,9.0,2.0,26.0,0.0,1179.0,30.0,57.0,523.0,654.0,228.0,1132.0,24.0,40.0,60.0,26.0,1.0,785.0,4095.0,2286.0,1593.0,932.0,58.5,72.0,69.0,0.0,47.0,20.0,23.0,0.0,0.0,0.0,106.0,83.0,73.0,53.2,2019/2020,SerieA
Saša Lukić,rs SRB,MF,Torino,22,1996,30.0,20.0,1861.0,1.0,1.0,0.0,0.0,5.0,1.0,0.05,0.05,0.1,0.05,0.1,0.9,0.9,0.6,0.04,0.03,0.07,0.04,0.07,20.7,18.0,4.0,0.0,22.2,0.87,0.19,0.06,0.25,0.05,0.1,0.1,728.0,843.0,86.4,12778.0,3218.0,359.0,400.0,89.8,274.0,301.0,91.0,81.0,106.0,76.4,0.4,12.0,66.0,15.0,3.0,68.0,795.0,48.0,32.0,1.0,143.0,24.0,12.0,9.0,4.0,2.0,0.0,641.0,94.0,108.0,102.0,680.0,40.0,3.0,4.0,3.0,6.0,12.0,23.0,38.0,1.84,28.0,1.0,4.0,0.0,3.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,44.0,31.0,19.0,22.0,3.0,15.0,37.0,40.5,22.0,473.0,121.0,25.6,129.0,256.0,88.0,36.0,8.0,0.0,28.0,17.0,20.0,0.0,1030.0,41.0,213.0,612.0,285.0,31.0,990.0,19.0,34.0,55.9,22.0,1.0,702.0,4869.0,2777.0,801.0,681.0,85.0,22.0,16.0,0.0,43.0,21.0,2.0,0.0,1.0,0.0,171.0,19.0,44.0,30.2,2019/2020,SerieA
Senad Lulić,ba BIH,DF,Lazio,33,1986,20.0,20.0,1573.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.11,0.11,0.0,0.11,1.1,1.1,2.4,0.06,0.14,0.2,0.06,0.2,17.5,16.0,3.0,0.0,18.8,0.92,0.17,0.0,0.0,0.07,-1.1,-1.1,685.0,864.0,79.3,13112.0,4225.0,303.0,340.0,89.1,279.0,333.0,83.8,98.0,161.0,60.9,-0.4,21.0,35.0,31.0,14.0,56.0,766.0,98.0,7.0,2.0,176.0,36.0,61.0,0.0,0.0,0.0,0.0,529.0,139.0,196.0,160.0,582.0,18.0,91.0,4.0,4.0,13.0,20.0,26.0,44.0,2.52,33.0,2.0,3.0,4.0,0.0,4.0,0.23,4.0,0.0,0.0,0.0,0.0,0.0,34.0,24.0,19.0,8.0,7.0,13.0,48.0,27.1,35.0,290.0,94.0,32.4,109.0,124.0,57.0,34.0,4.0,0.0,30.0,12.0,25.0,0.0,1035.0,45.0,288.0,410.0,410.0,39.0,937.0,37.0,57.0,64.9,41.0,2.0,724.0,4939.0,2834.0,735.0,663.0,90.2,12.0,21.0,0.0,28.0,11.0,7.0,0.0,0.0,0.0,162.0,16.0,11.0,59.3,2019/2020,SerieA
Sebastiano Luperto,it ITA,DF,Napoli,22,1996,9.0,5.0,529.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,5.9,1.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.01,0.0,0.0,347.0,381.0,91.1,6946.0,2250.0,103.0,109.0,94.5,193.0,200.0,96.5,45.0,65.0,69.2,0.0,1.0,26.0,2.0,1.0,28.0,363.0,18.0,10.0,0.0,37.0,8.0,4.0,0.0,0.0,0.0,0.0,302.0,36.0,43.0,317.0,42.0,10.0,8.0,1.0,1.0,1.0,3.0,1.0,5.0,0.85,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,8.0,3.0,1.0,2.0,6.0,33.3,4.0,52.0,16.0,30.8,25.0,24.0,3.0,10.0,3.0,0.0,7.0,2.0,21.0,0.0,427.0,50.0,186.0,268.0,18.0,0.0,410.0,0.0,0.0,0.0,0.0,0.0,298.0,2250.0,1434.0,318.0,313.0,98.4,0.0,3.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,51.0,6.0,11.0,35.3,2019/2020,SerieA
Lyanco,br BRA,DF,Torino,22,1997,17.0,15.0,1176.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.01,0.03,0.04,0.01,0.04,13.1,4.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.03,-0.1,-0.1,552.0,649.0,85.1,12422.0,4377.0,158.0,166.0,95.2,275.0,300.0,91.7,113.0,168.0,67.3,-0.3,1.0,34.0,1.0,0.0,37.0,623.0,26.0,25.0,1.0,82.0,33.0,4.0,0.0,0.0,0.0,0.0,487.0,49.0,113.0,56.0,566.0,17.0,1.0,1.0,1.0,10.0,8.0,10.0,7.0,0.54,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.0,12.0,12.0,2.0,5.0,10.0,50.0,5.0,132.0,42.0,31.8,73.0,55.0,4.0,39.0,22.0,0.0,17.0,15.0,65.0,2.0,810.0,111.0,466.0,377.0,31.0,3.0,785.0,10.0,16.0,62.5,11.0,0.0,503.0,3200.0,1621.0,508.0,503.0,99.0,4.0,3.0,0.0,14.0,13.0,1.0,0.0,0.0,1.0,124.0,19.0,16.0,54.3,2019/2020,SerieA
Charalambos Lykogiannis,gr GRE,DF,Cagliari,25,1993,20.0,14.0,1338.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.07,0.07,0.0,0.07,0.5,0.5,1.4,0.03,0.09,0.13,0.03,0.13,14.9,14.0,3.0,4.0,21.4,0.94,0.2,0.0,0.0,0.04,-0.5,-0.5,405.0,620.0,65.3,8233.0,3760.0,146.0,177.0,82.5,199.0,279.0,71.3,58.0,138.0,42.0,-0.4,9.0,36.0,6.0,2.0,36.0,495.0,125.0,17.0,1.0,81.0,18.0,32.0,14.0,7.0,2.0,3.0,297.0,95.0,228.0,459.0,33.0,20.0,94.0,0.0,2.0,16.0,11.0,32.0,13.0,0.87,8.0,5.0,0.0,0.0,0.0,2.0,0.13,1.0,1.0,0.0,0.0,0.0,0.0,24.0,12.0,15.0,6.0,3.0,11.0,22.0,50.0,11.0,192.0,48.0,25.0,125.0,58.0,9.0,45.0,7.0,0.0,38.0,15.0,59.0,1.0,810.0,96.0,302.0,355.0,202.0,11.0,685.0,11.0,20.0,55.0,12.0,0.0,427.0,2462.0,1448.0,484.0,431.0,89.0,8.0,8.0,0.0,21.0,14.0,3.0,0.0,1.0,0.0,100.0,26.0,25.0,51.0,2019/2020,SerieA
Francesco Magnanelli,it ITA,MF,Sassuolo,34,1984,22.0,15.0,1397.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.03,0.02,0.05,0.03,0.05,15.5,9.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.05,-0.4,-0.4,1049.0,1176.0,89.2,19173.0,4331.0,482.0,510.0,94.5,414.0,459.0,90.2,139.0,181.0,76.8,-0.3,12.0,98.0,10.0,0.0,67.0,1111.0,65.0,64.0,0.0,250.0,35.0,4.0,0.0,0.0,0.0,0.0,874.0,140.0,162.0,104.0,1030.0,30.0,0.0,1.0,5.0,12.0,15.0,10.0,21.0,1.35,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,19.0,14.0,12.0,5.0,11.0,35.0,31.4,24.0,259.0,65.0,25.1,97.0,130.0,32.0,26.0,6.0,0.0,20.0,26.0,19.0,1.0,1318.0,70.0,317.0,847.0,207.0,3.0,1258.0,9.0,10.0,90.0,9.0,0.0,871.0,3469.0,1560.0,982.0,942.0,95.9,5.0,9.0,0.0,18.0,35.0,0.0,0.0,0.0,0.0,198.0,15.0,10.0,60.0,2019/2020,SerieA
Giangiacomo Magnani,it ITA,"DF,MF",Brescia,23,1995,2.0,1.0,115.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.1,1.3,2.0,1.0,0.0,50.0,1.57,0.78,0.0,0.0,0.06,-0.1,-0.1,29.0,37.0,78.4,653.0,178.0,7.0,9.0,77.8,16.0,20.0,80.0,5.0,7.0,71.4,0.0,0.0,1.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,8.0,9.0,23.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,1.0,16.7,6.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,4.0,0.0,52.0,12.0,33.0,16.0,5.0,5.0,52.0,1.0,1.0,100.0,1.0,0.0,30.0,131.0,77.0,32.0,31.0,96.9,0.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,9.0,5.0,0.0,100.0,2019/2020,SerieA
Giangiacomo Magnani,it ITA,DF,Sassuolo,23,1995,8.0,1.0,145.0,1.0,0.0,0.0,0.0,1.0,0.0,0.62,0.0,0.62,0.62,0.62,1.0,1.0,0.1,0.63,0.08,0.71,0.63,0.71,1.6,2.0,2.0,0.0,100.0,1.24,1.24,0.5,0.5,0.51,0.0,0.0,65.0,77.0,84.4,1669.0,430.0,9.0,10.0,90.0,42.0,48.0,87.5,14.0,19.0,73.7,-0.1,2.0,4.0,0.0,0.0,4.0,72.0,5.0,5.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,58.0,4.0,15.0,9.0,62.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,2.0,40.0,5.0,0.0,0.0,4.0,2.0,0.0,2.0,1.0,11.0,0.0,97.0,9.0,40.0,56.0,4.0,3.0,92.0,0.0,0.0,0.0,0.0,0.0,58.0,289.0,151.0,61.0,60.0,98.4,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,16.0,10.0,1.0,90.9,2019/2020,SerieA
Žan Majer,si SVN,MF,Lecce,27,1992,27.0,19.0,1664.0,1.0,1.0,0.0,0.0,7.0,0.0,0.05,0.05,0.11,0.05,0.11,2.3,2.3,1.4,0.12,0.07,0.2,0.12,0.2,18.5,20.0,8.0,0.0,40.0,1.08,0.43,0.05,0.13,0.11,-1.3,-1.3,593.0,746.0,79.5,10548.0,2677.0,272.0,304.0,89.5,229.0,274.0,83.6,71.0,121.0,58.7,-0.4,19.0,61.0,16.0,5.0,54.0,716.0,30.0,10.0,3.0,137.0,17.0,24.0,13.0,0.0,1.0,0.0,525.0,109.0,112.0,132.0,575.0,24.0,4.0,4.0,4.0,5.0,15.0,27.0,42.0,2.27,37.0,1.0,1.0,0.0,2.0,4.0,0.22,2.0,0.0,0.0,0.0,1.0,0.0,34.0,20.0,16.0,13.0,5.0,10.0,55.0,18.2,45.0,407.0,93.0,22.9,177.0,178.0,52.0,42.0,9.0,1.0,33.0,18.0,24.0,1.0,938.0,49.0,277.0,474.0,252.0,23.0,909.0,13.0,24.0,54.2,13.0,1.0,605.0,3867.0,2165.0,683.0,598.0,87.6,18.0,19.0,0.0,28.0,15.0,1.0,1.0,0.0,0.0,173.0,11.0,12.0,47.8,2019/2020,SerieA
Nikola Maksimović,rs SRB,DF,Napoli,27,1991,22.0,20.0,1799.0,1.0,1.0,0.0,0.0,3.0,1.0,0.05,0.05,0.1,0.05,0.1,0.7,0.7,0.7,0.04,0.03,0.07,0.04,0.07,20.0,4.0,1.0,0.0,25.0,0.2,0.05,0.25,1.0,0.18,0.3,0.3,1287.0,1389.0,92.7,27053.0,9103.0,353.0,384.0,91.9,718.0,748.0,96.0,204.0,233.0,87.6,0.3,7.0,79.0,9.0,5.0,63.0,1341.0,48.0,33.0,2.0,117.0,49.0,12.0,0.0,0.0,0.0,0.0,1142.0,136.0,111.0,98.0,1204.0,49.0,11.0,6.0,0.0,11.0,12.0,15.0,13.0,0.65,12.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,36.0,21.0,23.0,13.0,0.0,16.0,27.0,59.3,11.0,176.0,42.0,23.9,89.0,74.0,13.0,31.0,14.0,0.0,17.0,19.0,66.0,0.0,1546.0,233.0,789.0,782.0,77.0,21.0,1501.0,6.0,9.0,66.7,6.0,1.0,1079.0,6570.0,3779.0,1163.0,1151.0,99.0,2.0,5.0,0.0,25.0,7.0,0.0,0.0,1.0,0.0,190.0,41.0,21.0,66.1,2019/2020,SerieA
Kévin Malcuit,ma MAR,DF,Napoli,28,1991,4.0,3.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.09,0.1,0.01,0.1,2.8,2.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.02,0.0,0.0,142.0,174.0,81.6,2591.0,588.0,66.0,72.0,91.7,52.0,65.0,80.0,19.0,31.0,61.3,-0.2,2.0,4.0,4.0,3.0,9.0,138.0,36.0,4.0,0.0,44.0,6.0,13.0,0.0,0.0,0.0,0.0,106.0,32.0,36.0,7.0,131.0,1.0,32.0,0.0,1.0,6.0,4.0,1.0,3.0,1.05,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,4.0,1.0,5.0,6.0,83.3,1.0,30.0,6.0,20.0,13.0,12.0,5.0,8.0,1.0,0.0,7.0,3.0,1.0,0.0,203.0,5.0,58.0,92.0,64.0,4.0,168.0,6.0,9.0,66.7,6.0,1.0,133.0,709.0,393.0,140.0,123.0,87.9,2.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,22.0,3.0,2.0,60.0,2019/2020,SerieA
Daniel Maldini,it ITA,FW,Milan,17,2001,2.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,81.3,176.0,19.0,11.0,11.0,100.0,1.0,3.0,33.3,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,2.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,1.0,14.3,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,3.0,9.0,12.0,2.0,21.0,0.0,1.0,0.0,0.0,0.0,13.0,104.0,66.0,22.0,17.0,77.3,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2019/2020,SerieA
Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,26,1993,34.0,12.0,1535.0,8.0,3.0,0.0,1.0,7.0,1.0,0.47,0.18,0.64,0.47,0.64,4.7,3.9,5.1,0.28,0.3,0.57,0.23,0.53,17.1,78.0,27.0,12.0,34.6,4.57,1.58,0.1,0.3,0.05,3.3,4.1,779.0,979.0,79.6,15367.0,3870.0,295.0,348.0,84.8,360.0,414.0,87.0,111.0,184.0,60.3,-2.1,43.0,67.0,45.0,8.0,106.0,892.0,87.0,23.0,7.0,184.0,45.0,33.0,52.0,9.0,26.0,12.0,712.0,103.0,164.0,834.0,108.0,16.0,9.0,3.0,3.0,20.0,20.0,29.0,115.0,6.74,68.0,10.0,18.0,7.0,9.0,9.0,0.53,7.0,1.0,0.0,0.0,1.0,0.0,21.0,15.0,5.0,15.0,1.0,8.0,34.0,23.5,26.0,319.0,91.0,28.5,48.0,179.0,92.0,16.0,2.0,0.0,14.0,3.0,8.0,0.0,1267.0,5.0,97.0,617.0,671.0,47.0,1176.0,60.0,82.0,73.2,60.0,0.0,1022.0,6430.0,3330.0,1110.0,972.0,87.6,43.0,45.0,1.0,32.0,55.0,3.0,3.0,0.0,0.0,133.0,13.0,24.0,35.1,2019/2020,SerieA
Gianluca Mancini,it ITA,"DF,MF",Roma,23,1996,32.0,31.0,2740.0,1.0,0.0,0.0,0.0,16.0,1.0,0.03,0.0,0.03,0.03,0.03,2.6,2.6,0.6,0.09,0.02,0.11,0.09,0.11,30.4,20.0,5.0,0.0,25.0,0.66,0.16,0.05,0.2,0.13,-1.6,-1.6,1500.0,1679.0,89.3,31011.0,10073.0,423.0,467.0,90.6,841.0,884.0,95.1,219.0,299.0,73.2,-0.6,9.0,79.0,13.0,0.0,97.0,1614.0,65.0,55.0,4.0,198.0,17.0,4.0,0.0,0.0,0.0,0.0,1350.0,126.0,203.0,169.0,1410.0,48.0,10.0,3.0,2.0,19.0,13.0,12.0,24.0,0.79,20.0,0.0,0.0,3.0,1.0,5.0,0.16,4.0,0.0,0.0,1.0,0.0,0.0,55.0,35.0,31.0,22.0,2.0,15.0,49.0,30.6,34.0,393.0,112.0,28.5,213.0,153.0,27.0,49.0,17.0,0.0,32.0,32.0,119.0,1.0,1973.0,247.0,936.0,1046.0,140.0,33.0,1913.0,10.0,14.0,71.4,10.0,0.0,1303.0,8183.0,4651.0,1410.0,1373.0,97.4,10.0,10.0,1.0,67.0,28.0,4.0,0.0,0.0,0.0,269.0,78.0,25.0,75.7,2019/2020,SerieA
Marco Mancosu,it ITA,"MF,FW",Lecce,30,1988,33.0,28.0,2440.0,14.0,2.0,9.0,11.0,3.0,0.0,0.52,0.07,0.59,0.18,0.26,15.2,6.8,4.0,0.56,0.15,0.71,0.25,0.4,27.1,72.0,22.0,10.0,30.6,2.66,0.81,0.07,0.23,0.09,-1.2,-1.8,682.0,908.0,75.1,11167.0,2764.0,367.0,435.0,84.4,216.0,284.0,76.1,70.0,118.0,59.3,-2.0,35.0,64.0,24.0,6.0,69.0,889.0,19.0,5.0,3.0,215.0,25.0,40.0,4.0,0.0,0.0,0.0,565.0,180.0,163.0,121.0,718.0,35.0,7.0,14.0,3.0,29.0,21.0,39.0,71.0,2.62,59.0,1.0,4.0,2.0,5.0,5.0,0.18,3.0,0.0,1.0,0.0,1.0,0.0,27.0,17.0,9.0,11.0,7.0,6.0,51.0,11.8,45.0,415.0,96.0,23.1,117.0,192.0,106.0,31.0,11.0,0.0,20.0,13.0,23.0,0.0,1200.0,37.0,221.0,592.0,479.0,110.0,1160.0,27.0,42.0,64.3,28.0,0.0,763.0,5237.0,3263.0,1092.0,863.0,79.0,47.0,28.0,0.0,22.0,19.0,9.0,2.0,0.0,0.0,170.0,23.0,36.0,39.0,2019/2020,SerieA
Rolando Mandragora,it ITA,MF,Udinese,22,1997,26.0,24.0,2050.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,3.8,3.8,2.9,0.17,0.13,0.29,0.17,0.29,22.8,55.0,7.0,5.0,12.7,2.41,0.31,0.0,0.0,0.07,-3.8,-3.8,788.0,973.0,81.0,14239.0,3960.0,362.0,405.0,89.4,288.0,347.0,83.0,111.0,171.0,64.9,-0.9,37.0,66.0,17.0,6.0,80.0,885.0,88.0,42.0,2.0,165.0,49.0,26.0,37.0,20.0,0.0,1.0,574.0,173.0,226.0,792.0,104.0,55.0,6.0,1.0,6.0,12.0,19.0,20.0,69.0,3.03,47.0,13.0,1.0,3.0,1.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0,52.0,33.0,16.0,25.0,11.0,20.0,69.0,29.0,49.0,608.0,150.0,24.7,201.0,315.0,92.0,52.0,5.0,0.0,47.0,19.0,29.0,0.0,1245.0,36.0,271.0,626.0,392.0,48.0,1158.0,13.0,30.0,43.3,14.0,1.0,720.0,2820.0,1416.0,905.0,782.0,86.4,20.0,19.0,0.0,40.0,22.0,1.0,0.0,0.0,0.0,206.0,22.0,22.0,50.0,2019/2020,SerieA
Massimiliano Mangraviti,it ITA,DF,Brescia,21,1998,13.0,11.0,972.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.02,0.01,0.02,0.02,0.02,10.8,3.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.07,-0.2,-0.2,365.0,443.0,82.4,7987.0,3765.0,105.0,116.0,90.5,185.0,203.0,91.1,67.0,109.0,61.5,-0.1,1.0,35.0,5.0,4.0,38.0,382.0,61.0,17.0,0.0,63.0,13.0,8.0,0.0,0.0,0.0,0.0,245.0,56.0,142.0,340.0,36.0,14.0,44.0,1.0,0.0,6.0,5.0,8.0,5.0,0.46,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,3.0,5.0,2.0,4.0,6.0,66.7,2.0,115.0,25.0,21.7,66.0,40.0,9.0,22.0,11.0,0.0,11.0,2.0,52.0,2.0,540.0,75.0,283.0,232.0,48.0,4.0,479.0,0.0,0.0,0.0,0.0,0.0,301.0,1830.0,1070.0,319.0,309.0,96.9,3.0,1.0,0.0,9.0,5.0,0.0,0.0,1.0,0.0,77.0,20.0,21.0,48.8,2019/2020,SerieA
Kostas Manolas,gr GRE,DF,Napoli,28,1991,26.0,25.0,2176.0,4.0,0.0,0.0,0.0,2.0,0.0,0.17,0.0,0.17,0.17,0.17,1.7,1.7,0.1,0.07,0.0,0.07,0.07,0.07,24.2,17.0,8.0,0.0,47.1,0.7,0.33,0.24,0.5,0.1,2.3,2.3,1369.0,1476.0,92.8,29211.0,7282.0,404.0,424.0,95.3,706.0,743.0,95.0,250.0,296.0,84.5,-0.1,2.0,47.0,2.0,0.0,56.0,1427.0,49.0,46.0,0.0,169.0,53.0,1.0,0.0,0.0,0.0,0.0,1199.0,155.0,122.0,222.0,1160.0,58.0,3.0,10.0,3.0,20.0,5.0,3.0,5.0,0.21,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,17.0,21.0,12.0,1.0,15.0,28.0,53.6,13.0,158.0,53.0,33.5,87.0,69.0,2.0,34.0,16.0,1.0,18.0,15.0,104.0,3.0,1677.0,244.0,850.0,909.0,38.0,24.0,1630.0,2.0,2.0,100.0,2.0,0.0,1092.0,6611.0,3726.0,1220.0,1209.0,99.1,5.0,2.0,0.0,24.0,16.0,0.0,0.0,1.0,0.0,230.0,62.0,33.0,65.3,2019/2020,SerieA
Giacomo Manzari,it ITA,"FW,MF",Sassuolo,18,2000,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,57.1,40.0,19.0,2.0,4.0,50.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,16.7,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,6.0,2.0,0.0,8.0,1.0,1.0,100.0,1.0,0.0,5.0,29.0,25.0,8.0,5.0,62.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,50.0,2019/2020,SerieA
